demon	d_deleted	test	t_deleted	start
俺双方都是独生子女	独生子女	你看我身边的老乡	我身边的老乡	2
你能来我办公室不	我办公室	我有点事你先考察一下	点事	2
你去接触个新人嘛	个新人	我等下写个大概数给你发过去	个大概数	4
因为我手机是白的	白的	那你还要寄送什么推荐信	什么推荐信	6
我和你一个年纪了	一个年纪	附近有个民生银行	个民生银行	3
编译出啥问题了	啥问题	我刚才到超市买点调料有些没有了	点调料	7
我的微博里好多照片	好多照片	她不太在乎这样的我为此我也失落	这样的我	5
我昨天走了一个半小时	一个半小时	我那时候也有	那时候	1
他知道这个事	这个事	呀你啥时候发的啊	啥时候	2
我再给你买个号	个号	她也是放弃了孩子的上课	孩子的上课	6
十月一日为法定假日	法定假日	新条例啥时候能正式施行	啥时候	3
恩我正在订机票酒店什么的	机票酒店什么的	你明天什么时候面试啊	什么时候	3
我不同意师傅的看法	师傅的看法	你么时候来呀	么时候	1
化疗很伤害正常就细胞	正常就细胞	我是海派婚纱争艳	海派婚纱争艳	2
我上个月去找他了	上个月	你是啥星座呀	啥星座	2
我父母这次去我姐姐家	我姐姐家	书记今天下午回来	今天下午	2
好汉不提当年勇	当年勇	民主是不是好东西	好东西	5
最好我们以后能在一个编辑室	一个编辑室	我有个重要问题那里有没有厕所	个重要问题	2
你看我的签名	我的签名	我都没你们电话	你们电话	3
我在网上查不到什么资料啊	什么资料	男人不是女人的全部	女人的全部	4
出院科室里面有个床号	个床号	她不能算新编辑啊	新编辑	4
会员分散啥意思	啥意思	你的签名是神马意思啊	神马意思	5
你那边现在几点	现在几点	于是我更加关注这支球队	这支球队	7
我还是坐周晨那儿	周晨那儿	每天往返路程需要多长时间	多长时间	8
这个能不能加点内容	点内容	我和你一个年纪了	一个年纪	3
我早上收到你短信了	你短信	我们也是学前班上了一个私立学校	一个私立学校	9
他加入他们群了	他们群	我周日晚上走	周日晚上	1
我就见过好几个这样的人	好几个这样的人	你算哈一共多少钱哈	一共多少钱	3
他加入他们群了	他们群	我搬新家了	新家	2
我现在也是这么教我丫头	我丫头	我也觉得你们落实啥东西不够好	啥东西	8
你说模块上的接口吗	模块上的接口	姐姐收到我的邮件了吗	我的邮件	4
你入市了几多钱	几多钱	我们不在一个办公室了	一个办公室	4
官方就需要这样的代表	这样的代表	它的副董是我的同学	我的同学	5
我在看下子房子的信息	房子的信息	我们也是学前班上了一个私立学校	一个私立学校	9
呵呵这是你初恋吗	你初恋	送礼也是个技术活	个技术活	4
那只是一方面	一方面	你总是能看到营销的本质	营销的本质	6
我也觉得你们落实啥东西不够好	啥东西	你么时候来呀	么时候	1
冲冲要做一个小手术	一个小手术	我查了那是个退税公司	个退税公司	5
你喜欢什么样的呢	什么样的	我还有点佩服你师傅这样的人	你师傅这样的人	6
这是你们的考验	你们的考验	我就是那时候开始学习医学常识	那时候	3
我也是去看看学校和环境的	学校和环境	他不管这些子事	这些子事	3
它和启明是一个概念	一个概念	你是怎么知道这篇文章的	这篇文章	6
我比较喜欢头脑对抗	头脑对抗	男人不是女人的全部	女人的全部	4
但是公司有营销策划部门	营销策划部门	你该找个妹子了	个妹子	3
我上次摸过她孩子的屁股了	她孩子的屁股	你不来交啥钱呀	啥钱	4
那你竟物业科吗	物业科	她不太在乎这样的我为此我也失落	这样的我	5
你是说那个图片吗	那个图片	他加入他们群了	他们群	3
这个是家折扣点	家折扣点	那只是一方面	一方面	3
我提供电子版的	电子版的	送礼也是个技术活	个技术活	4
这里晚上十一点了	晚上十一点	我想一下午了	一下午	2
我也正在物色这方面的人才	这方面的人才	你可以搜索一下他的文章什么的	他的文章什么的	7
那你现在做哪个试验呢	哪个试验	你机票多少钱	多少钱	3
你打下我电话吧	我电话	你啥米专业	啥米专业	1
那门课的成绩就是专四成绩	专四成绩	个人事情方面我觉得我没什么动力	什么动力	11
编译出啥问题了	啥问题	你啥时来	啥时	1
我可烦俺公公了	俺公公	你有宽胶带吗	宽胶带	2
你在那座城市	那座城市	学院近期是要进行大规模调整	大规模调整	8
于是我更加关注这支球队	这支球队	我找别的系的	别的系的	2
哎你传给我好了可能数据有点问题	点问题	结果你不接我电话	我电话	5
要不然我也旧貌换新颜啦	旧貌	她一个人带个孩子也蛮造业	一个人	1
我没有干妈的微信	干妈的微信	你还有个姐呢	个姐	3
我们也是学前班上了一个私立学校	一个私立学校	他应该没多久假期吧	多久假期	4
我可没那个耐心了	那个耐心	你有什么事情跟大人讲了啊	什么事情	2
我就是那时候开始学习医学常识	那时候	因为我们下学期有开理论犯罪学	下学期	4
我明后天再给教练长打电话	明后天	你找我就问这事啊	这事	5
我可以给你她的联系方式	她的联系方式	他是知青子女正在读博士	知青子女	2
你是怎么知道这篇文章的	这篇文章	新条例啥时候能正式施行	啥时候	3
你在哪呆多长时间啊	多长时间	这是原版的	原版的	2
你看社区地图	社区地图	下次他什么时候来	什么时候	3
我也要试试这个机构才行	这个机构	各有各的好吧	各的好	2
我今天有这么个想法	这么个想法	同学之间没有那多客套	那多客套	6
改革开放不止一条路	一条路	我在抢专家号呢	专家号	3
这我不是满懂事怎么个搞发	怎么个搞发	我可没那个耐心了	那个耐心	3
机会大把的	大把	我倒是没有考虑过这个问题	这个问题	8
糊涂人糊涂账	糊涂账	你啥时候调去的	啥时候	1
老公也在我这边	我这边	哎我也是这个点起来的	这个点	4
我是大爷型的	大爷型的	原来你是个诗人	个诗人	4
你找我就问这事啊	这事	要不然我也旧貌换新颜啦	旧貌	5
你孙女是个大老粗	个大老粗	我是借用你的话	你的话	4
我可以包你晚饭	你晚饭	我都得耻骨联合分离症了	耻骨联合分离症	3
只是个人没什么好处	什么好处	我今年年初开始也白头发了	今年年初	1
房子车子都不是我们的名字	我们的名字	我跟我同事一起弄她的店	她的店	8
我也不知道他们的投诉电话	他们的投诉电话	我我很很注意到一个现象	一个现象	7
你打下我电话吧	我电话	然后我去欧时力买了个外套	个外套	9
江山惨烂总高潮	总高潮	胡萝卜不是小人参吗	小人参	5
那我这个星期不回去	这个星期	你有活干了小会计	小会计	5
你什么时候去	什么时候	糊涂人糊涂账	糊涂账	3
你要有这种信念呀	这种信念	我鄙视俺同学	俺同学	3
女性撑起半边天	半边天	你们是现代版的爱情神话	现代版的爱情神话	3
访问学者能搞个球	个球	我没有淘宝账号	淘宝账号	3
你是本科生还是研究生呢	本科生还是研究生	但我每天都会关注你的签名	你的签名	8
他也是四个月暑假啊	四个月暑假	我没有淘宝账号	淘宝账号	3
我姐姐说她都这把年纪了	这把年纪	我这边没装远程软件	远程软件	5
你说模块上的接口吗	模块上的接口	我回家路上干啥好呢	回家路上	1
以前我每天早上都路过的	每天早上	小弟弟最可怜才一个月	一个月	7
新科技服务老传统	老传统	我在看那套小说	那套小说	3
各有各的好吧	各的好	你在哪个中介啊	哪个中介	2
这是同学的婚纱	同学的婚纱	现在你用什么模块	什么模块	4
改革开放不止一条路	一条路	你还有喜剧天赋了列	喜剧天赋	3
教师待遇太低是根本原因	根本原因	我跟你同学一个组啊	一个组	5
那是男厕所	男厕所	我们公司在搞什么二十周年庆	什么二十周年庆	6
我知道那个地方	那个地方	你问问销售的价格	销售的价格	3
我只能找兼职的了	兼职的	我找别的系的	别的系的	2
燃料电池的项目最近没有什么进展	什么进展	交流有些障碍了啊	些障碍	3
桌面上就有个这个	个这个	他们家也有十字绣的	十字绣的	5
提前批好像是公安之类的	公安之类的	关键是铁饭碗刮不出多少金子来啊	多少金子	9
你这年纪轻轻滴失眠个什么撒	个什么	你说你们这届的	你们这届的	2
你那边现在几点	现在几点	我七八点的时候打把	七八点的时候	1
最多你是多买一个保险	一个保险	我只能找兼职的了	兼职的	4
你要告诉我英文名	英文名	队员家长送了张卡	张卡	6
你男人已经把你当成私有财产了	私有财产	本来文件是什么格式	什么格式	5
我路痴一个捏	路痴一个	房子车子都不是我们的名字	我们的名字	7
改革开放不止一条路	一条路	你总是能看到营销的本质	营销的本质	6
网上有房型图	房型图	他一般不参加我的活动	我的活动	6
那只是一方面	一方面	现在你用什么模块	什么模块	4
只不过大部分人有些特殊需求	些特殊需求	洋插队是什么意思	什么意思	4
她是个行政的主任	个行政的主任	动车多少钱	多少钱	2
很多厂家也会做甲方的工作	甲方的工作	我们每个人买了一个新秀丽的箱子	一个新秀丽的箱子	7
这是个语气词啊	个语气词	老公是华师的	华师的	3
你可以问问其他客户	其他客户	那里有没有华人同事	华人同事	5
空间技术水平应该没有这个能力的	这个能力	这不是基本的列	基本的	3
我们得见个面	个面	她一个人带个孩子也蛮造业	一个人	1
这是一段对话	一段对话	社会主义不止一条路	一条路	6
你就看请求那里	请求那里	我提供电子版的	电子版的	3
我和你一个年纪了	一个年纪	主专业不是我们学院就是学校的	我们学院	5
现在儿子肯定多数听老婆的	老婆的	咱没有那个本事跟着去学肯定不行	那个本事	3
你那个专业啊	那个专业	同质化竞争到底坑了谁的爹	谁的爹	9
我明天发个短信问他	个短信	机会大把的	大把	2
她也是放弃了孩子的上课	孩子的上课	你能接受什么价位的	什么价位的	4
你有什么经验没	什么经验	我还是坐周晨那儿	周晨那儿	4
你总是能看到营销的本质	营销的本质	我也不知道这事	这事	5
你要是个男的就好了	个男的	你算哈一共多少钱哈	一共多少钱	3
我也有过这样的经历	这样的经历	毒狗的分身有持续时间么	持续时间	6
那我明早一大早打吗	明早一大早	出院科室里面有个床号	个床号	7
你要用护士的工号	护士的工号	访问学者能搞个球	个球	6
你看我身边的老乡	我身边的老乡	你可以去研究这种社会课题了	这种社会课题	6
我在抢专家号呢	专家号	哎你传给我好了可能数据有点问题	点问题	12
