demon	d_label	d_deleted	d_node	d_parent	test	t_label	t_deleted	start	t_node	t_parent
Some banks actually boosted yields on the shortest term CDs in the latest week	Some banks actually boosted yields on the shortest term CDs in	the latest week	NP-D3-N3	PP-D2-N5	He dedicated all these new forces to the Persian Gulf	He dedicated all these new forces to	the Persian Gulf	7	NP-D3-N5	PP-D2-N3
Ideologues on the other side of the border can also slow the process	Ideologues on can also slow the process	the other side of the border	NP-D3-N2	PP-D2-N1	The house just settled right down into the ground	The house just settled right down into	the ground	7	NP-D3-N3	PP-D2-N5
The senators responded in kind	The senators responded	in kind	PP-D2-N3	VP-D1-N1	Bullish bond market sentiment is on the rise again	Bullish bond market sentiment is again	on the rise	5	PP-D2-N5	VP-D1-N1
The team then proposed modifications in their work process to management	The team then proposed modifications in to management	their work process	NP-D4-N2	PP-D3-N1	Shareholders must approve the merger at general meetings of the two companies in late November	Shareholders must approve the merger at	general meetings of the two companies in late November	6	NP-D4-N3	PP-D3-N2
Civil suits against planners by clients seeking recovery of funds are increasingly common	Civil suits against planners by clients seeking are increasingly common	recovery of funds	NP-D5-N2	VP-D4-N2	Shareholders must approve the merger at general meetings of the two companies in late November	Shareholders must approve at general meetings of the two companies in late November	the merger	3	NP-D3-N1	VP-D2-N2
The West Germans then took over and finally found Markus Hess	The West Germans then took over and finally found	Markus Hess	NP-D3-N4	VP-D2-N6	London shares closed moderately lower in thin trading	London shares closed moderately lower in	thin trading	6	NP-D3-N3	VP-D1-N1
His boss complained about neglect of other chores	His boss complained about neglect	of other chores	PP-D4-N1	NP-D3-N1	News of the bid drew sharp criticism from other computer companies and industry observers	News drew sharp criticism from other computer companies and industry observers	of the bid	1	PP-D2-N1	NP-D1-N0
Loyalty lags most for utilitarian products like trash bags and batteries	Loyalty lags most for utilitarian products like	trash bags and batteries	NP-D5-N3	PP-D4-N1	Many Indians fear a repeat of that experience	Many Indians fear a repeat of	that experience	6	NP-D4-N3	PP-D3-N1
But funds generally are better prepared this time around	But funds generally are this time around	better prepared	ADJP-D2-N3	VP-D1-N3	That tariff is too stiff for some Financial District wage earners	That tariff is for some Financial District wage earners	too stiff	3	ADJP-D2-N3	VP-D1-N1
And there were other blunders	And there were	other blunders	NP-D2-N2	VP-D1-N2	Repeat customers also can purchase luxury items at reduced prices	Repeat customers also can purchase at reduced prices	luxury items	5	NP-D3-N1	VP-D2-N4
Futures prices showed modest changes in light trading volume	Futures prices showed modest changes	in light trading volume	PP-D2-N4	VP-D1-N1	Los Angeles will be the site of a new entertainment division for the ad agency	Los Angeles will be the site	of a new entertainment division for the ad agency	6	PP-D4-N1	VP-D2-N3
But Chairman Gonzalez is a genuine maverick	But Chairman Gonzalez is	a genuine maverick	NP-D2-N3	VP-D1-N2	Not everyone believes that the good times are over for shippers	Not everyone believes that are over for shippers	the good times	4	NP-D4-N0	VP-D1-N1
The local American Legion color guard led the way	The local American Legion color guard led	the way	NP-D2-N7	VP-D1-N1	Many resorts also are focusing more on the service side of their business	Many resorts also are focusing more on	the service side of their business	7	NP-D4-N2	VP-D2-N4
The put establishes a minimum selling price for the stock during its life	The put establishes	a minimum selling price for the stock during its life	NP-D2-N3	VP-D1-N1	It was the smallest monthly increase in a year	It was	the smallest monthly increase in a year	2	NP-D2-N2	VP-D1-N1
Now at least one Japanese company is turning the courtroom tables	Now Japanese company is turning the courtroom tables	at least one	QP-D2-N1	NP-D1-N1	Estimated volume was five million ounces	Estimated volume was ounces	five million	3	QP-D3-N0	NP-D2-N3
Alan Murray contributed to this article	Alan Murray contributed to	this article	NP-D3-N1	PP-D2-N3	Two more securities firms bowed to the outcry over program trading	Two more securities firms bowed to	the outcry over program trading	6	NP-D3-N1	PP-D2-N5
Prospective competition is one problem	Prospective competition is	one problem	NP-D2-N3	VP-D1-N1	It is a bureaucratic country	It is	a bureaucratic country	2	NP-D2-N2	VP-D1-N1
Athena eventually acquired exclusive rights to the technology and currently is developing it	Athena eventually acquired and currently is developing it	exclusive rights to the technology	NP-D3-N2	VP-D2-N1	He cut her hair	He cut	her hair	2	NP-D2-N2	VP-D1-N1
The dollar rose against the Swiss and French francs	The dollar rose	against the Swiss and French francs	PP-D2-N3	VP-D1-N1	Michael Applebaum resigned after less than a year in the posts	Michael Applebaum resigned	after less than a year in the posts	3	PP-D2-N3	VP-D1-N1
The current ruble rate has long been out of line with the black market	The current ruble rate has long been out of line	with the black market	PP-D6-N1	NP-D5-N1	Senator Byrd is chairman of the Appropriations Committee	Senator Byrd is chairman	of the Appropriations Committee	4	PP-D3-N1	NP-D2-N3
Most of the telephone problems in the immediate aftermath stemmed from congestion	Most of the telephone problems in the immediate aftermath stemmed	from congestion	PP-D2-N3	VP-D1-N1	They looked at the miniature and saw a giant folly	They looked and saw a giant folly	at the miniature	2	PP-D3-N1	VP-D2-N1
But the Rockefeller investment is its largest	But the Rockefeller investment is	its largest	NP-D2-N4	VP-D1-N2	Stocks rose slightly as trading activity slowed from the frenzied pace earlier this week	Stocks rose slightly as slowed from the frenzied pace earlier this week	trading activity	4	NP-D4-N0	VP-D1-N1
Accounting problems raise more knotty issues	Accounting problems raise	more knotty issues	NP-D2-N3	VP-D1-N1	United Illuminating also amended its rate plan	United Illuminating also amended	its rate plan	4	NP-D2-N4	VP-D1-N2
It blames most of these on Fatah	It blames most on Fatah	of these	PP-D3-N2	NP-D2-N2	Books and tapes all over my room	Books and tapes	all over my room	3	PP-D1-N1	NP-D0-N0
The Marina rescue center offered a very San Franciscan response to the disaster	The Marina rescue center offered	a very San Franciscan response to the disaster	NP-D2-N5	VP-D1-N1	Merck is one of the most important stocks in the Major Market Index	Merck is	one of the most important stocks in the Major Market Index	2	NP-D2-N2	VP-D1-N1
Stock prices finished about unchanged Friday in quiet expiration trading	Stock prices finished Friday in quiet expiration trading	about unchanged	ADJP-D2-N3	VP-D1-N1	The move had been widely expected	The move had been	widely expected	4	ADJP-D3-N1	VP-D2-N3
Continental Air replaced its top executive for the sixth time in as many years	Continental Air replaced for the sixth time in as many years	its top executive	NP-D2-N3	VP-D1-N1	Demand will come first from programming production companies and then from television stations	Demand will come first from and then from television stations	programming production companies	5	NP-D5-N2	VP-D3-N0
Miss Brady is deputy director of the Russian Research Foundation in London	Miss Brady is deputy director	of the Russian Research Foundation in London	PP-D3-N1	NP-D2-N3	Details of credit enhancements vary widely from issue to issue	Details vary widely from issue to issue	of credit enhancements	1	PP-D2-N1	NP-D1-N0
By the end of the century scientists had embraced the system	By the end scientists had embraced the system	of the century	PP-D3-N1	NP-D2-N1	Following are excerpts from the electronic traffic that night	Following are excerpts	from the electronic traffic that night	3	PP-D2-N2	NP-D1-N2
They will be the next hot magazines	They will be	the next hot magazines	NP-D3-N1	VP-D2-N2	By the end of the century scientists had embraced the system	By the end of the century scientists had embraced	the system	9	NP-D3-N3	VP-D2-N4
Bond prices posted strong gains as investors went on a bargain hunt	Bond prices posted strong gains as investors went	on a bargain hunt	PP-D5-N2	VP-D4-N1	The new exchange drew instant recognition from an unwelcome quarter	The new exchange drew instant recognition	from an unwelcome quarter	6	PP-D2-N5	VP-D1-N1
But readers may well feel the pangs of recognition	But readers may well feel the pangs	of recognition	PP-D4-N1	NP-D3-N2	The merger requires the approval of Norwegian authorities	The merger requires the approval	of Norwegian authorities	5	PP-D3-N1	NP-D2-N3
But its stock jumped again yesterday as it disclosed surprisingly strong margins on those sales	But its stock jumped again yesterday as it disclosed surprisingly strong margins	on those sales	PP-D6-N1	NP-D5-N2	Americans place native or native speakers in charge of subsidiaries overseas	Americans place native or native speakers in charge	of subsidiaries overseas	8	PP-D4-N1	NP-D3-N5
The contract also provides for advanced billing and network management services	The contract also provides	for advanced billing and network management services	PP-D2-N4	VP-D1-N2	He reset opening arguments for today	He reset opening arguments	for today	4	PP-D2-N3	VP-D1-N1
There were no new issues	There were	no new issues	NP-D2-N2	VP-D1-N1	This kind of contingency analysis is common in war planning and business planning	This kind of contingency analysis is common in	war planning and business planning	8	NP-D3-N6	VP-D1-N1
Kitchen full of broken crystal	Kitchen	full of broken crystal	ADJP-D1-N1	NP-D0-N0	This pattern was particularly evident among more highly educated couples	This pattern was particularly evident among couples	more highly educated	6	ADJP-D4-N0	NP-D3-N3
Such animosity could prove pivotal in the union vote	Such animosity could prove pivotal	in the union vote	PP-D3-N2	VP-D2-N3	Some are even coming up with their own novel designs	Some are even coming up	with their own novel designs	5	PP-D3-N3	VP-D2-N3
The transaction is subject to a definitive agreement and approval by Ideal shareholders	The transaction is subject to a definitive agreement and approval by	Ideal shareholders	NP-D6-N6	PP-D5-N1	She was the child of relative privilege	She was the child of	relative privilege	5	NP-D4-N3	PP-D3-N1
Judges will write the real bill as suits roll through the courts	Judges will write the real bill as suits roll through	the courts	NP-D7-N1	PP-D6-N2	Guarantee by General Motors Acceptance Corp	Guarantee by	General Motors Acceptance Corp	2	NP-D2-N2	PP-D1-N1
East Bloc pollution data typically have been state secrets	East Bloc pollution data typically have been	state secrets	NP-D3-N1	VP-D2-N6	There was no immediate estimate of damage from the company	There was from the company	no immediate estimate of damage	2	NP-D2-N2	VP-D1-N1
